Chr : 16 || GC : 1000 || CM : 70 is a Match
Chr : 17 || GC : 1203 || CM : 63 is a Match
Chr : 19 || GC : 1203 || CM : 36 is a Match
Chr : 2 || GC : 1203 || CM : 232 is a Match
Chr : 3 || GC : 1203 || CM : 82 is a Match
Chr : 3 || GC : 1203 || CM : 86 is a Match
Chr : 6 || GC : 1203 || CM : 157 is a Match
Chr : 9 || GC : 1204 || CM : 126 is a Match
Chr : 10 || GC : 1205 || CM : 19 is a Match
Chr : 2 || GC : 1205 || CM : 1 is a Match
Chr : 12 || GC : 1206 || CM : 32 is a Match
Chr : 4 || GC : 1206 || CM : 69 is a Match
Chr : 13 || GC : 1207 || CM : 27 is a Match
Chr : 3 || GC : 1207 || CM : 54 is a Match
Chr : 2 || GC : 1208 || CM : 212 is a Match
Chr : 10 || GC : 1209 || CM : 155 is a Match
Chr : 6 || GC : 1209 || CM : 145 is a Match
Chr : 3 || GC : 1210 || CM : 123 is a Match
Chr : 7 || GC : 1210 || CM : 60 is a Match
Chr : 11 || GC : 1211 || CM : 53 is a Match
Chr : 7 || GC : 1211 || CM : 2 is a Match
Chr : 8 || GC : 1211 || CM : 149 is a Match
Chr : 20 || GC : 1212 || CM : 75 is a Match
Chr : 3 || GC : 1212 || CM : 53 is a Match
Chr : 4 || GC : 1212 || CM : 70 is a Match
Chr : 13 || GC : 1213 || CM : 36 is a Match
Chr : 2 || GC : 1213 || CM : 91 is a Match
Chr : 20 || GC : 1214 || CM : 32 is a Match
Chr : 7 || GC : 1214 || CM : 63 is a Match
Chr : 9 || GC : 1214 || CM : 120 is a Match
Chr : 19 || GC : 1215 || CM : 66 is a Match
Chr : 20 || GC : 1215 || CM : 73 is a Match
Chr : 4 || GC : 1215 || CM : 179 is a Match
Chr : 5 || GC : 1215 || CM : 30 is a Match
Chr : 8 || GC : 1215 || CM : 144 is a Match
Chr : 3 || GC : 1216 || CM : 25 is a Match
Chr : 5 || GC : 1216 || CM : 93 is a Match
Chr : 15 || GC : 1217 || CM : 55 is a Match
Chr : 22 || GC : 1218 || CM : 41 is a Match
Chr : 6 || GC : 1218 || CM : 179 is a Match
Chr : 2 || GC : 1220 || CM : 137 is a Match
Chr : 2 || GC : 1220 || CM : 40 is a Match
Chr : 7 || GC : 1220 || CM : 46 is a Match
Chr : 17 || GC : 1221 || CM : 46 is a Match
Chr : 1 || GC : 1221 || CM : 215 is a Match
Chr : 4 || GC : 1221 || CM : 165 is a Match
Chr : 12 || GC : 1222 || CM : 104 is a Match
Chr : 1 || GC : 1222 || CM : 92 is a Match
Chr : 3 || GC : 1222 || CM : 81 is a Match
Chr : 4 || GC : 1222 || CM : 180 is a Match
Chr : 2 || GC : 1223 || CM : 39 is a Match
Chr : 8 || GC : 1223 || CM : 104 is a Match
Chr : 12 || GC : 1224 || CM : 14 is a Match
Chr : 14 || GC : 1224 || CM : 21 is a Match
Chr : 14 || GC : 1224 || CM : 52 is a Match
Chr : 2 || GC : 1224 || CM : 179 is a Match
Chr : 8 || GC : 1224 || CM : 80 is a Match
Chr : 9 || GC : 1224 || CM : 0 is a Match
Chr : 12 || GC : 1225 || CM : 33 is a Match
Chr : 21 || GC : 1225 || CM : 44 is a Match
Chr : 13 || GC : 1226 || CM : 28 is a Match
Chr : 9 || GC : 1226 || CM : 145 is a Match
Chr : 10 || GC : 1227 || CM : 153 is a Match
Chr : 10 || GC : 1227 || CM : 3 is a Match
Chr : 22 || GC : 1227 || CM : 23 is a Match
Chr : 9 || GC : 1227 || CM : 21 is a Match
Chr : 10 || GC : 1228 || CM : 131 is a Match
Chr : 11 || GC : 1228 || CM : 137 is a Match
Chr : 20 || GC : 1228 || CM : 42 is a Match
Chr : 7 || GC : 1228 || CM : 147 is a Match
Chr : 2 || GC : 1229 || CM : 227 is a Match
Chr : 4 || GC : 1229 || CM : 136 is a Match
Chr : 15 || GC : 1230 || CM : 73 is a Match
Chr : 2 || GC : 1230 || CM : 231 is a Match
Chr : 5 || GC : 1230 || CM : 92 is a Match
Chr : 7 || GC : 1230 || CM : 90 is a Match
Chr : 10 || GC : 1231 || CM : 143 is a Match
Chr : 10 || GC : 1231 || CM : 84 is a Match
Chr : 20 || GC : 1231 || CM : 46 is a Match
Chr : 21 || GC : 1232 || CM : 24 is a Match
Chr : 2 || GC : 1232 || CM : 203 is a Match
Chr : 5 || GC : 1232 || CM : 81 is a Match
Chr : 7 || GC : 1232 || CM : 91 is a Match
Chr : 8 || GC : 1232 || CM : 164 is a Match
Chr : 15 || GC : 1233 || CM : 2 is a Match
Chr : 4 || GC : 1233 || CM : 176 is a Match
Chr : 8 || GC : 1233 || CM : 12 is a Match
Chr : 3 || GC : 1234 || CM : 71 is a Match
Chr : 8 || GC : 1234 || CM : 110 is a Match
Chr : 9 || GC : 1235 || CM : 28 is a Match
Chr : 9 || GC : 1235 || CM : 94 is a Match
Chr : 16 || GC : 1236 || CM : 103 is a Match
Chr : 4 || GC : 1236 || CM : 54 is a Match
Chr : 6 || GC : 1236 || CM : 60 is a Match
Chr : 19 || GC : 1237 || CM : 30 is a Match
Chr : 3 || GC : 1237 || CM : 70 is a Match
Chr : 4 || GC : 1237 || CM : 170 is a Match
Chr : 12 || GC : 1238 || CM : 12 is a Match
Chr : 13 || GC : 1238 || CM : 67 is a Match
Chr : 19 || GC : 1238 || CM : 68 is a Match
Chr : 2 || GC : 1238 || CM : 242 is a Match
Chr : 4 || GC : 1238 || CM : 151 is a Match
Chr : 9 || GC : 1238 || CM : 34 is a Match
Chr : 9 || GC : 1239 || CM : 129 is a Match
Chr : 13 || GC : 1240 || CM : 34 is a Match
Chr : 21 || GC : 1240 || CM : 25 is a Match
Chr : 9 || GC : 1240 || CM : 70 is a Match
Chr : 19 || GC : 1241 || CM : 65 is a Match
Chr : 7 || GC : 1241 || CM : 85 is a Match
Chr : 10 || GC : 1242 || CM : 0 is a Match
Chr : 10 || GC : 1242 || CM : 33 is a Match
Chr : 1 || GC : 1243 || CM : 167 is a Match
Chr : 2 || GC : 1243 || CM : 174 is a Match
Chr : 10 || GC : 1244 || CM : 18 is a Match
Chr : 11 || GC : 1244 || CM : 118 is a Match
Chr : 13 || GC : 1244 || CM : 35 is a Match
Chr : 7 || GC : 1244 || CM : 15 is a Match
Chr : 19 || GC : 1245 || CM : 64 is a Match
Chr : 5 || GC : 1245 || CM : 90 is a Match
Chr : 1 || GC : 1246 || CM : 165 is a Match
Chr : 1 || GC : 1246 || CM : 216 is a Match
Chr : 6 || GC : 1246 || CM : 114 is a Match
Chr : 11 || GC : 1247 || CM : 30 is a Match
Chr : 12 || GC : 1249 || CM : 93 is a Match
Chr : 15 || GC : 1249 || CM : 57 is a Match
Chr : 15 || GC : 1249 || CM : 61 is a Match
Chr : 3 || GC : 1249 || CM : 32 is a Match
Chr : 5 || GC : 1249 || CM : 79 is a Match
Chr : 7 || GC : 1249 || CM : 115 is a Match
Chr : 10 || GC : 1250 || CM : 97 is a Match
Chr : 1 || GC : 1250 || CM : 84 is a Match
Chr : 2 || GC : 1250 || CM : 118 is a Match
Chr : 8 || GC : 1250 || CM : 148 is a Match
Chr : 18 || GC : 1251 || CM : 100 is a Match
Chr : 6 || GC : 1251 || CM : 43 is a Match
Chr : 8 || GC : 1251 || CM : 0 is a Match
Chr : 1 || GC : 1252 || CM : 89 is a Match
Chr : 20 || GC : 1252 || CM : 66 is a Match
Chr : 7 || GC : 1252 || CM : 1 is a Nopes
Chr : 8 || GC : 1252 || CM : 146 is a Match
Chr : 20 || GC : 1253 || CM : 74 is a Match
Chr : 22 || GC : 1254 || CM : 21 is a Match
Chr : 4 || GC : 1254 || CM : 138 is a Match
Chr : 6 || GC : 1254 || CM : 44 is a Match
Chr : 9 || GC : 1254 || CM : 121 is a Match
Chr : 18 || GC : 1256 || CM : 105 is a Match
Chr : 1 || GC : 1256 || CM : 47 is a Match
Chr : 6 || GC : 1256 || CM : 154 is a Match
Chr : 8 || GC : 1256 || CM : 20 is a Match
Chr : 1 || GC : 1257 || CM : 45 is a Match
Chr : 3 || GC : 1257 || CM : 88 is a Match
Chr : 6 || GC : 1257 || CM : 156 is a Match
Chr : 1 || GC : 1258 || CM : 57 is a Match
Chr : 7 || GC : 1258 || CM : 153 is a Match
Chr : 13 || GC : 1260 || CM : 88 is a Match
Chr : 16 || GC : 1260 || CM : 111 is a Match
Chr : 1 || GC : 1261 || CM : 46 is a Match
Chr : 2 || GC : 1261 || CM : 173 is a Match
Chr : 6 || GC : 1261 || CM : 45 is a Match
Chr : 7 || GC : 1261 || CM : 152 is a Match
Chr : 3 || GC : 1262 || CM : 87 is a Match
Chr : 18 || GC : 1263 || CM : 71 is a Match
Chr : 4 || GC : 1263 || CM : 25 is a Match
Chr : 6 || GC : 1263 || CM : 155 is a Match
Chr : 7 || GC : 1263 || CM : 136 is a Match
Chr : 13 || GC : 1264 || CM : 92 is a Match
Chr : 4 || GC : 1264 || CM : 116 is a Match
Chr : 9 || GC : 1264 || CM : 32 is a Match
Chr : 12 || GC : 1266 || CM : 13 is a Match
Chr : 13 || GC : 1266 || CM : 94 is a Match
Chr : 1 || GC : 1266 || CM : 210 is a Match
Chr : 3 || GC : 1266 || CM : 83 is a Match
Chr : 8 || GC : 1266 || CM : 147 is a Match
Chr : 1 || GC : 1267 || CM : 166 is a Match
Chr : 15 || GC : 1268 || CM : 91 is a Match
Chr : 20 || GC : 1268 || CM : 67 is a Match
Chr : 2 || GC : 1268 || CM : 143 is a Match
Chr : 7 || GC : 1268 || CM : 93 is a Match
Chr : 8 || GC : 1268 || CM : 36 is a Match
Chr : 9 || GC : 1268 || CM : 12 is a Match
Chr : 15 || GC : 1269 || CM : 64 is a Match
Chr : 4 || GC : 1269 || CM : 48 is a Match
Chr : 11 || GC : 1270 || CM : 136 is a Match
Chr : 15 || GC : 1270 || CM : 60 is a Match
Chr : 10 || GC : 1271 || CM : 141 is a Match
Chr : 3 || GC : 1271 || CM : 24 is a Match
Chr : 4 || GC : 1271 || CM : 139 is a Match
Chr : 10 || GC : 1272 || CM : 98 is a Match
Chr : 11 || GC : 1272 || CM : 29 is a Match
Chr : 16 || GC : 1272 || CM : 18 is a Match
Chr : 2 || GC : 1272 || CM : 180 is a Match
Chr : 4 || GC : 1274 || CM : 134 is a Match
Chr : 7 || GC : 1274 || CM : 140 is a Match
Chr : 12 || GC : 1275 || CM : 108 is a Match
Chr : 1 || GC : 1275 || CM : 158 is a Match
Chr : 8 || GC : 1275 || CM : 1 is a Match
Chr : 12 || GC : 1276 || CM : 118 is a Match
Chr : 16 || GC : 1276 || CM : 105 is a Match
Chr : 13 || GC : 1277 || CM : 33 is a Match
Chr : 15 || GC : 1277 || CM : 20 is a Match
Chr : 15 || GC : 1277 || CM : 62 is a Match
Chr : 9 || GC : 1277 || CM : 119 is a Match
Chr : 1 || GC : 1278 || CM : 88 is a Match
Chr : 4 || GC : 1279 || CM : 96 is a Match
Chr : 10 || GC : 1281 || CM : 21 is a Match
Chr : 12 || GC : 1282 || CM : 24 is a Nopes
Chr : 19 || GC : 1282 || CM : 29 is a Match
Chr : 1 || GC : 1282 || CM : 48 is a Match
Chr : 2 || GC : 1282 || CM : 241 is a Match
Chr : 4 || GC : 1282 || CM : 175 is a Match
Chr : 11 || GC : 1283 || CM : 42 is a Match
Chr : 11 || GC : 1284 || CM : 135 is a Match
Chr : 21 || GC : 1284 || CM : 28 is a Match
Chr : 7 || GC : 1284 || CM : 79 is a Match
Chr : 4 || GC : 1285 || CM : 143 is a Match
Chr : 4 || GC : 1285 || CM : 84 is a Match
Chr : 10 || GC : 1286 || CM : 38 is a Match
Chr : 11 || GC : 1286 || CM : 126 is a Match
Chr : 7 || GC : 1286 || CM : 150 is a Match
Chr : 18 || GC : 1287 || CM : 73 is a Match
Chr : 3 || GC : 1287 || CM : 85 is a Match
Chr : 12 || GC : 1288 || CM : 129 is a Match
Chr : 13 || GC : 1288 || CM : 93 is a Match
Chr : 2 || GC : 1288 || CM : 178 is a Match
Chr : 10 || GC : 1290 || CM : 128 is a Match
Chr : 2 || GC : 1290 || CM : 240 is a Match
Chr : 8 || GC : 1290 || CM : 143 is a Match
Chr : 11 || GC : 1291 || CM : 55 is a Match
Chr : 1 || GC : 1291 || CM : 42 is a Match
Chr : 5 || GC : 1291 || CM : 154 is a Match
Chr : 2 || GC : 1292 || CM : 41 is a Match
Chr : 3 || GC : 1293 || CM : 80 is a Match
Chr : 4 || GC : 1293 || CM : 24 is a Match
Chr : 4 || GC : 1293 || CM : 45 is a Match
Chr : 6 || GC : 1293 || CM : 38 is a Match
Chr : 8 || GC : 1293 || CM : 41 is a Match
Chr : 10 || GC : 1295 || CM : 147 is a Match
Chr : 12 || GC : 1295 || CM : 107 is a Match
Chr : 18 || GC : 1295 || CM : 74 is a Match
Chr : 1 || GC : 1295 || CM : 87 is a Match
Chr : 9 || GC : 1295 || CM : 48 is a Match
Chr : 4 || GC : 1296 || CM : 171 is a Match
Chr : 4 || GC : 1296 || CM : 71 is a Match
Chr : 4 || GC : 1297 || CM : 117 is a Match
Chr : 11 || GC : 1298 || CM : 77 is a Match
Chr : 3 || GC : 1298 || CM : 40 is a Match
Chr : 3 || GC : 1298 || CM : 84 is a Match
Chr : 12 || GC : 1299 || CM : 23 is a Nopes
Chr : 21 || GC : 1299 || CM : 23 is a Match
Chr : 13 || GC : 1300 || CM : 63 is a Match
Chr : 9 || GC : 1300 || CM : 27 is a Match
Chr : 9 || GC : 1301 || CM : 111 is a Match
Chr : 1 || GC : 1303 || CM : 93 is a Match
Chr : 2 || GC : 1303 || CM : 35 is a Match
Chr : 7 || GC : 1303 || CM : 151 is a Match
Chr : 15 || GC : 1304 || CM : 63 is a Match
Chr : 2 || GC : 1304 || CM : 204 is a Match
Chr : 13 || GC : 1305 || CM : 46 is a Match
Chr : 1 || GC : 1305 || CM : 90 is a Match
Chr : 3 || GC : 1305 || CM : 146 is a Match
Chr : 10 || GC : 1306 || CM : 140 is a Match
Chr : 11 || GC : 1306 || CM : 54 is a Match
Chr : 1 || GC : 1306 || CM : 69 is a Match
Chr : 10 || GC : 1307 || CM : 1 is a Match
Chr : 10 || GC : 1308 || CM : 154 is a Match
Chr : 14 || GC : 1308 || CM : 49 is a Match
Chr : 20 || GC : 1308 || CM : 64 is a Match
Chr : 11 || GC : 1309 || CM : 21 is a Match
Chr : 16 || GC : 1310 || CM : 15 is a Match
Chr : 4 || GC : 1310 || CM : 115 is a Match
Chr : 10 || GC : 1311 || CM : 16 is a Match
Chr : 10 || GC : 1312 || CM : 2 is a Match
Chr : 12 || GC : 1312 || CM : 106 is a Match
Chr : 2 || GC : 1312 || CM : 131 is a Match
Chr : 15 || GC : 1313 || CM : 56 is a Match
Chr : 16 || GC : 1313 || CM : 32 is a Match
Chr : 19 || GC : 1313 || CM : 44 is a Match
Chr : 1 || GC : 1313 || CM : 61 is a Match
Chr : 9 || GC : 1313 || CM : 128 is a Match
Chr : 17 || GC : 1314 || CM : 113 is a Match
Chr : 1 || GC : 1314 || CM : 49 is a Match
Chr : 2 || GC : 1314 || CM : 130 is a Match
Chr : 7 || GC : 1314 || CM : 92 is a Match
Chr : 9 || GC : 1314 || CM : 130 is a Match
Chr : 4 || GC : 1315 || CM : 166 is a Match
Chr : 11 || GC : 1316 || CM : 8 is a Match
Chr : 13 || GC : 1316 || CM : 32 is a Match
Chr : 16 || GC : 1316 || CM : 4 is a Match
Chr : 2 || GC : 1316 || CM : 171 is a Match
Chr : 6 || GC : 1317 || CM : 177 is a Match
Chr : 15 || GC : 1319 || CM : 43 is a Match
Chr : 1 || GC : 1319 || CM : 58 is a Match
Chr : 1 || GC : 1319 || CM : 59 is a Match
Chr : 2 || GC : 1319 || CM : 177 is a Match
Chr : 3 || GC : 1319 || CM : 185 is a Match
Chr : 6 || GC : 1319 || CM : 164 is a Match
Chr : 5 || GC : 1320 || CM : 132 is a Match
Chr : 1 || GC : 1321 || CM : 54 is a Match
Chr : 13 || GC : 1323 || CM : 47 is a Match
Chr : 4 || GC : 1324 || CM : 172 is a Match
Chr : 6 || GC : 1324 || CM : 178 is a Match
Chr : 3 || GC : 1325 || CM : 41 is a Match
Chr : 1 || GC : 1326 || CM : 225 is a Match
Chr : 10 || GC : 1327 || CM : 17 is a Match
Chr : 21 || GC : 1327 || CM : 45 is a Match
Chr : 3 || GC : 1327 || CM : 39 is a Match
Chr : 5 || GC : 1327 || CM : 152 is a Match
Chr : 3 || GC : 1328 || CM : 179 is a Match
Chr : 10 || GC : 1329 || CM : 95 is a Match
Chr : 2 || GC : 1329 || CM : 211 is a Match
Chr : 6 || GC : 1329 || CM : 128 is a Match
Chr : 11 || GC : 1330 || CM : 51 is a Match
Chr : 17 || GC : 1330 || CM : 88 is a Match
Chr : 1 || GC : 1330 || CM : 240 is a Match
Chr : 1 || GC : 1330 || CM : 83 is a Match
Chr : 17 || GC : 1331 || CM : 98 is a Match
Chr : 5 || GC : 1332 || CM : 78 is a Match
Chr : 16 || GC : 1333 || CM : 33 is a Match
Chr : 18 || GC : 1333 || CM : 50 is a Match
Chr : 6 || GC : 1333 || CM : 97 is a Match
Chr : 8 || GC : 1333 || CM : 72 is a Match
Chr : 17 || GC : 1334 || CM : 102 is a Match
Chr : 2 || GC : 1334 || CM : 175 is a Match
Chr : 6 || GC : 1334 || CM : 111 is a Match
Chr : 13 || GC : 1335 || CM : 44 is a Match
Chr : 8 || GC : 1335 || CM : 123 is a Match
Chr : 7 || GC : 1336 || CM : 53 is a Match
Chr : 9 || GC : 1336 || CM : 35 is a Match
Chr : 12 || GC : 1337 || CM : 145 is a Match
Chr : 2 || GC : 1337 || CM : 0 is a Match
Chr : 9 || GC : 1337 || CM : 79 is a Match
Chr : 15 || GC : 1338 || CM : 83 is a Match
Chr : 7 || GC : 1338 || CM : 22 is a Match
Chr : 12 || GC : 1339 || CM : 94 is a Match
Chr : 2 || GC : 1339 || CM : 136 is a Match
Chr : 6 || GC : 1339 || CM : 176 is a Match
Chr : 8 || GC : 1339 || CM : 16 is a Match
Chr : 10 || GC : 1340 || CM : 96 is a Match
Chr : 2 || GC : 1340 || CM : 42 is a Match
Chr : 11 || GC : 1341 || CM : 117 is a Match
Chr : 14 || GC : 1343 || CM : 65 is a Match
Chr : 14 || GC : 1343 || CM : 70 is a Match
Chr : 16 || GC : 1343 || CM : 16 is a Match
Chr : 1 || GC : 1343 || CM : 43 is a Match
Chr : 22 || GC : 1343 || CM : 60 is a Match
Chr : 7 || GC : 1343 || CM : 148 is a Match
Chr : 17 || GC : 1345 || CM : 47 is a Match
Chr : 1 || GC : 1345 || CM : 223 is a Match
Chr : 16 || GC : 1346 || CM : 79 is a Match
Chr : 19 || GC : 1346 || CM : 43 is a Match
Chr : 1 || GC : 1346 || CM : 170 is a Match
Chr : 4 || GC : 1346 || CM : 144 is a Match
Chr : 13 || GC : 1347 || CM : 85 is a Match
Chr : 15 || GC : 1347 || CM : 79 is a Match
Chr : 6 || GC : 1347 || CM : 165 is a Match
Chr : 8 || GC : 1347 || CM : 139 is a Match
Chr : 13 || GC : 1348 || CM : 30 is a Match
Chr : 16 || GC : 1348 || CM : 104 is a Match
Chr : 3 || GC : 1348 || CM : 140 is a Match
Chr : 12 || GC : 1349 || CM : 71 is a Match
Chr : 4 || GC : 1349 || CM : 118 is a Match
Chr : 4 || GC : 1349 || CM : 67 is a Match
Chr : 9 || GC : 1349 || CM : 37 is a Match
Chr : 9 || GC : 1349 || CM : 60 is a Match
Chr : 3 || GC : 1350 || CM : 154 is a Match
Chr : 7 || GC : 1350 || CM : 112 is a Match
Chr : 8 || GC : 1350 || CM : 47 is a Match
Chr : 4 || GC : 1351 || CM : 155 is a Match
Chr : 7 || GC : 1351 || CM : 154 is a Match
Chr : 9 || GC : 1351 || CM : 112 is a Match
Chr : 13 || GC : 1352 || CM : 68 is a Match
Chr : 2 || GC : 1352 || CM : 128 is a Match
Chr : 2 || GC : 1352 || CM : 96 is a Match
Chr : 4 || GC : 1353 || CM : 150 is a Match
Chr : 13 || GC : 1354 || CM : 45 is a Match
Chr : 2 || GC : 1354 || CM : 65 is a Match
Chr : 7 || GC : 1354 || CM : 59 is a Match
Chr : 10 || GC : 1355 || CM : 88 is a Match
Chr : 3 || GC : 1355 || CM : 55 is a Match
Chr : 10 || GC : 1356 || CM : 145 is a Match
Chr : 12 || GC : 1356 || CM : 109 is a Match
Chr : 15 || GC : 1356 || CM : 19 is a Match
Chr : 16 || GC : 1356 || CM : 95 is a Match
Chr : 11 || GC : 1357 || CM : 87 is a Match
Chr : 18 || GC : 1357 || CM : 72 is a Match
Chr : 4 || GC : 1357 || CM : 145 is a Match
Chr : 9 || GC : 1357 || CM : 77 is a Match
Chr : 16 || GC : 1358 || CM : 110 is a Match
Chr : 16 || GC : 1360 || CM : 108 is a Match
Chr : 4 || GC : 1360 || CM : 162 is a Match
Chr : 4 || GC : 1360 || CM : 174 is a Match
Chr : 7 || GC : 1360 || CM : 87 is a Match
Chr : 10 || GC : 1361 || CM : 146 is a Match
Chr : 8 || GC : 1361 || CM : 66 is a Match
Chr : 10 || GC : 1362 || CM : 144 is a Match
Chr : 21 || GC : 1362 || CM : 32 is a Match
Chr : 12 || GC : 1363 || CM : 35 is a Match
Chr : 1 || GC : 1363 || CM : 224 is a Match
Chr : 22 || GC : 1363 || CM : 22 is a Match
Chr : 14 || GC : 1364 || CM : 71 is a Match
Chr : 2 || GC : 1364 || CM : 228 is a Match
Chr : 10 || GC : 1365 || CM : 51 is a Match
Chr : 13 || GC : 1365 || CM : 95 is a Match
Chr : 5 || GC : 1365 || CM : 124 is a Match
Chr : 8 || GC : 1365 || CM : 65 is a Match
Chr : 3 || GC : 1366 || CM : 101 is a Match
Chr : 3 || GC : 1366 || CM : 33 is a Match
Chr : 4 || GC : 1366 || CM : 47 is a Match
Chr : 5 || GC : 1366 || CM : 103 is a Match
Chr : 7 || GC : 1366 || CM : 57 is a Match
Chr : 9 || GC : 1366 || CM : 51 is a Match
Chr : 9 || GC : 1366 || CM : 84 is a Match
Chr : 4 || GC : 1367 || CM : 135 is a Match
Chr : 6 || GC : 1367 || CM : 168 is a Match
Chr : 11 || GC : 1368 || CM : 121 is a Match
Chr : 10 || GC : 1369 || CM : 94 is a Match
Chr : 8 || GC : 1369 || CM : 142 is a Match
Chr : 12 || GC : 1370 || CM : 82 is a Match
Chr : 20 || GC : 1370 || CM : 40 is a Match
Chr : 7 || GC : 1370 || CM : 58 is a Match
Chr : 9 || GC : 1370 || CM : 41 is a Match
Chr : 6 || GC : 1371 || CM : 136 is a Match
Chr : 5 || GC : 1372 || CM : 48 is a Match
Chr : 11 || GC : 1373 || CM : 116 is a Match
Chr : 14 || GC : 1374 || CM : 72 is a Match
Chr : 5 || GC : 1374 || CM : 123 is a Nopes
Chr : 5 || GC : 1374 || CM : 169 is a Match
Chr : 6 || GC : 1374 || CM : 116 is a Match
Chr : 13 || GC : 1375 || CM : 89 is a Match
Chr : 18 || GC : 1375 || CM : 43 is a Match
Chr : 6 || GC : 1375 || CM : 158 is a Match
Chr : 6 || GC : 1375 || CM : 163 is a Match
Chr : 6 || GC : 1375 || CM : 42 is a Match
Chr : 7 || GC : 1375 || CM : 64 is a Match
Chr : 17 || GC : 1376 || CM : 64 is a Match
Chr : 1 || GC : 1376 || CM : 211 is a Match
Chr : 3 || GC : 1376 || CM : 93 is a Match
Chr : 4 || GC : 1376 || CM : 169 is a Match
Chr : 11 || GC : 1377 || CM : 115 is a Match
Chr : 3 || GC : 1377 || CM : 37 is a Match
Chr : 10 || GC : 1379 || CM : 50 is a Match
Chr : 14 || GC : 1379 || CM : 73 is a Match
Chr : 19 || GC : 1379 || CM : 58 is a Match
Chr : 1 || GC : 1379 || CM : 44 is a Match
Chr : 4 || GC : 1379 || CM : 19 is a Match
Chr : 11 || GC : 1380 || CM : 86 is a Match
Chr : 1 || GC : 1381 || CM : 214 is a Match
Chr : 2 || GC : 1381 || CM : 90 is a Match
Chr : 3 || GC : 1382 || CM : 150 is a Match
Chr : 11 || GC : 1383 || CM : 15 is a Match
Chr : 14 || GC : 1383 || CM : 69 is a Match
Chr : 4 || GC : 1384 || CM : 173 is a Match
Chr : 10 || GC : 1385 || CM : 25 is a Match
Chr : 20 || GC : 1385 || CM : 38 is a Match
Chr : 3 || GC : 1385 || CM : 38 is a Match
Chr : 6 || GC : 1385 || CM : 159 is a Match
Chr : 1 || GC : 1386 || CM : 172 is a Match
Chr : 21 || GC : 1386 || CM : 22 is a Match
Chr : 3 || GC : 1386 || CM : 47 is a Match
Chr : 3 || GC : 1386 || CM : 52 is a Match
Chr : 1 || GC : 1387 || CM : 91 is a Match
Chr : 9 || GC : 1387 || CM : 22 is a Match
Chr : 20 || GC : 1388 || CM : 63 is a Match
Chr : 2 || GC : 1388 || CM : 229 is a Match
Chr : 11 || GC : 1389 || CM : 14 is a Match
Chr : 16 || GC : 1389 || CM : 34 is a Match
Chr : 2 || GC : 1389 || CM : 181 is a Match
Chr : 9 || GC : 1389 || CM : 122 is a Match
Chr : 9 || GC : 1389 || CM : 81 is a Match
Chr : 14 || GC : 1390 || CM : 95 is a Match
Chr : 16 || GC : 1390 || CM : 17 is a Match
Chr : 2 || GC : 1391 || CM : 202 is a Match
Chr : 8 || GC : 1391 || CM : 71 is a Match
Chr : 7 || GC : 1392 || CM : 86 is a Match
Chr : 9 || GC : 1392 || CM : 133 is a Match
Chr : 4 || GC : 1393 || CM : 32 is a Match
Chr : 4 || GC : 1393 || CM : 46 is a Match
Chr : 5 || GC : 1393 || CM : 153 is a Match
Chr : 6 || GC : 1393 || CM : 115 is a Match
Chr : 6 || GC : 1393 || CM : 39 is a Match
Chr : 1 || GC : 1394 || CM : 222 is a Match
Chr : 3 || GC : 1394 || CM : 180 is a Match
Chr : 15 || GC : 1395 || CM : 18 is a Match
Chr : 5 || GC : 1395 || CM : 38 is a Match
Chr : 15 || GC : 1396 || CM : 95 is a Match
Chr : 4 || GC : 1396 || CM : 119 is a Match
Chr : 9 || GC : 1396 || CM : 38 is a Match
Chr : 2 || GC : 1397 || CM : 192 is a Match
Chr : 7 || GC : 1398 || CM : 23 is a Match
Chr : 9 || GC : 1398 || CM : 131 is a Match
Chr : 18 || GC : 1400 || CM : 94 is a Match
Chr : 4 || GC : 1402 || CM : 114 is a Match
Chr : 4 || GC : 1402 || CM : 91 is a Match
Chr : 11 || GC : 1403 || CM : 122 is a Match
Chr : 13 || GC : 1403 || CM : 41 is a Match
Chr : 13 || GC : 1403 || CM : 42 is a Match
Chr : 3 || GC : 1403 || CM : 48 is a Match
Chr : 5 || GC : 1403 || CM : 57 is a Match
Chr : 6 || GC : 1403 || CM : 59 is a Match
Chr : 11 || GC : 1405 || CM : 22 is a Match
Chr : 3 || GC : 1406 || CM : 120 is a Match
Chr : 7 || GC : 1406 || CM : 21 is a Match
Chr : 13 || GC : 1407 || CM : 29 is a Match
Chr : 2 || GC : 1407 || CM : 193 is a Match
Chr : 9 || GC : 1409 || CM : 113 is a Match
Chr : 13 || GC : 1410 || CM : 62 is a Match
Chr : 16 || GC : 1411 || CM : 109 is a Match
Chr : 4 || GC : 1411 || CM : 100 is a Match
Chr : 9 || GC : 1411 || CM : 36 is a Match
Chr : 10 || GC : 1413 || CM : 126 is a Match
Chr : 1 || GC : 1413 || CM : 213 is a Match
Chr : 6 || GC : 1413 || CM : 160 is a Match
Chr : 14 || GC : 1414 || CM : 82 is a Match
Chr : 15 || GC : 1414 || CM : 92 is a Match
Chr : 16 || GC : 1414 || CM : 5 is a Match
Chr : 2 || GC : 1414 || CM : 135 is a Match
Chr : 6 || GC : 1414 || CM : 169 is a Match
Chr : 11 || GC : 1415 || CM : 123 is a Match
